offline_datapoint_10 1619213712 2,083
offline_datapoint_29 1619213712 4452,698
offline_datapoint_4 1619213714 0,000
offline_datapoint_16 1619213712 7044,382
offline_datapoint_2 1619213712 531,670
offline_datapoint_14 1619213712 0,326
offline_datapoint_3 1619213712 7,667
offline_datapoint_26 1619213712 96,123
offline_datapoint_15 1619213712 0,000
offline_datapoint_8 1619213712 6054,957
offline_datapoint_20 1619213712 0,003
offline_datapoint_27 1619213717 682278,000
offline_datapoint_21 1619213717 3296,000
offline_datapoint_12 1619213717 585084928,000
offline_datapoint_0 1619213717 360275968,000
offline_datapoint_19 1619213717 8366260224,000
offline_datapoint_25 1619213717 392847360,000
offline_datapoint_11 1619213717 2796,000
offline_datapoint_5 1619213715 18,999
offline_datapoint_24 1619213715 9673,148
offline_datapoint_7 1619213717 392847360,000
offline_datapoint_17 1619213715 2,667
offline_datapoint_6 1619213717 5828333568,000
offline_datapoint_23 1619213717 7412064256,000
offline_datapoint_22 1619213715 0,000
offline_datapoint_28 1619213715 19,533
offline_datapoint_10 1619213715 8,724
offline_datapoint_29 1619213715 5629,365
offline_datapoint_4 1619213717 2,000
offline_datapoint_16 1619213715 8616,871
offline_datapoint_2 1619213715 11988,023
offline_datapoint_14 1619213715 5,871
offline_datapoint_3 1619213715 14,666
offline_datapoint_26 1619213715 84,439
offline_datapoint_15 1619213715 6,000
offline_datapoint_8 1619213715 57250,909
offline_datapoint_20 1619213715 0,059
offline_datapoint_27 1619213720 682278,000
offline_datapoint_21 1619213720 3307,000
offline_datapoint_12 1619213720 585355264,000
offline_datapoint_0 1619213720 360275968,000
offline_datapoint_19 1619213720 8386060288,000
offline_datapoint_25 1619213720 394862592,000
offline_datapoint_11 1619213720 2782,000
offline_datapoint_5 1619213718 14,339
offline_datapoint_24 1619213718 9314,666
offline_datapoint_7 1619213720 394862592,000
offline_datapoint_17 1619213718 2,668
offline_datapoint_6 1619213720 5847949312,000
offline_datapoint_23 1619213720 7429210112,000
offline_datapoint_22 1619213718 0,000
offline_datapoint_28 1619213718 21,322
offline_datapoint_10 1619213718 11,984
offline_datapoint_29 1619213718 5837,840
offline_datapoint_4 1619213720 1,000
offline_datapoint_16 1619213718 8948,175
offline_datapoint_2 1619213718 12791,826
offline_datapoint_14 1619213718 5,281
offline_datapoint_3 1619213718 15,673
offline_datapoint_26 1619213718 89,316
offline_datapoint_15 1619213718 5,002
offline_datapoint_8 1619213718 20480,000
offline_datapoint_20 1619213718 0,053
offline_datapoint_27 1619213723 682278,000
offline_datapoint_21 1619213723 3315,000
offline_datapoint_12 1619213723 585355264,000
offline_datapoint_0 1619213723 360275968,000
offline_datapoint_19 1619213723 8385245184,000
offline_datapoint_25 1619213723 394620928,000
offline_datapoint_11 1619213723 2777,000
offline_datapoint_5 1619213721 2,666
offline_datapoint_24 1619213721 595,154
offline_datapoint_7 1619213723 394620928,000
offline_datapoint_17 1619213721 0,333
offline_datapoint_6 1619213723 5847609344,000
offline_datapoint_23 1619213723 7424430080,000
offline_datapoint_22 1619213721 0,000
offline_datapoint_28 1619213721 10,565
offline_datapoint_10 1619213721 5,337
offline_datapoint_29 1619213721 4627,605
offline_datapoint_4 1619213723 1,000
offline_datapoint_16 1619213721 7744,999
offline_datapoint_2 1619213721 471,525
offline_datapoint_14 1619213721 4,265
offline_datapoint_3 1619213721 12,330
offline_datapoint_26 1619213721 83,073
offline_datapoint_15 1619213721 5,332
offline_datapoint_8 1619213721 49594,811
offline_datapoint_20 1619213721 0,043
offline_datapoint_27 1619213726 682278,000
offline_datapoint_21 1619213726 3318,000
offline_datapoint_12 1619213726 585355264,000
offline_datapoint_0 1619213726 360275968,000
offline_datapoint_19 1619213726 8385224704,000
offline_datapoint_25 1619213726 394932224,000
offline_datapoint_11 1619213726 2777,000
offline_datapoint_5 1619213724 0,000
offline_datapoint_24 1619213724 327,630
offline_datapoint_7 1619213726 394932224,000
offline_datapoint_17 1619213724 0,000
offline_datapoint_6 1619213726 5847322624,000
offline_datapoint_23 1619213726 7423713280,000
offline_datapoint_22 1619213724 0,000
offline_datapoint_28 1619213724 9,666
offline_datapoint_10 1619213724 3,124
offline_datapoint_29 1619213724 4628,477
offline_datapoint_4 1619213726 0,000
offline_datapoint_16 1619213724 7441,492
offline_datapoint_2 1619213724 582,601
offline_datapoint_14 1619213724 0,831
offline_datapoint_3 1619213724 16,331
offline_datapoint_26 1619213724 89,114
offline_datapoint_15 1619213724 1,333
offline_datapoint_8 1619213724 9947,429
offline_datapoint_20 1619213724 0,008
offline_datapoint_27 1619213729 682278,000
offline_datapoint_21 1619213729 3310,000
offline_datapoint_12 1619213729 585355264,000
offline_datapoint_0 1619213729 360304640,000
offline_datapoint_19 1619213729 8385474560,000
offline_datapoint_25 1619213729 394719232,000
offline_datapoint_11 1619213729 2777,000
offline_datapoint_5 1619213727 0,333
offline_datapoint_24 1619213727 1785,613
offline_datapoint_7 1619213729 394719232,000
offline_datapoint_17 1619213727 0,333
offline_datapoint_6 1619213729 5847314432,000
offline_datapoint_23 1619213729 7424204800,000
offline_datapoint_22 1619213727 0,130
offline_datapoint_28 1619213727 10,938
offline_datapoint_10 1619213727 4,687
offline_datapoint_29 1619213727 4639,195
offline_datapoint_4 1619213729 0,000
offline_datapoint_16 1619213727 7500,443
offline_datapoint_2 1619213727 729,645
offline_datapoint_14 1619213727 0,408
offline_datapoint_3 1619213727 9,333
offline_datapoint_26 1619213727 90,681
offline_datapoint_15 1619213727 1,000
offline_datapoint_8 1619213727 12726,857
offline_datapoint_20 1619213727 0,004
offline_datapoint_27 1619213732 682278,000
offline_datapoint_21 1619213732 3295,000
offline_datapoint_12 1619213732 585355264,000
offline_datapoint_0 1619213732 360304640,000
offline_datapoint_19 1619213732 8384286720,000
offline_datapoint_25 1619213732 394772480,000
offline_datapoint_11 1619213732 2777,000
offline_datapoint_5 1619213730 0,000
offline_datapoint_24 1619213730 2538,028
offline_datapoint_7 1619213732 394772480,000
offline_datapoint_17 1619213730 0,000
offline_datapoint_6 1619213732 5846237184,000
offline_datapoint_23 1619213732 7423893504,000
offline_datapoint_22 1619213730 0,000
offline_datapoint_28 1619213730 10,126
offline_datapoint_10 1619213730 4,559
offline_datapoint_29 1619213730 4561,983
offline_datapoint_4 1619213732 0,000
offline_datapoint_16 1619213730 7334,045
offline_datapoint_2 1619213730 704,767
offline_datapoint_14 1619213730 0,224
offline_datapoint_3 1619213730 3,334
offline_datapoint_26 1619213730 99,783
offline_datapoint_15 1619213730 1,000
offline_datapoint_8 1619213730 11468,800
offline_datapoint_20 1619213730 0,002
offline_datapoint_27 1619213735 682278,000
offline_datapoint_21 1619213735 3293,000
offline_datapoint_12 1619213735 585355264,000
offline_datapoint_0 1619213735 360304640,000
offline_datapoint_19 1619213735 8384507904,000
offline_datapoint_25 1619213735 395284480,000
offline_datapoint_11 1619213735 2779,000
offline_datapoint_5 1619213733 3,000
offline_datapoint_24 1619213733 5369,222
offline_datapoint_7 1619213735 395284480,000
offline_datapoint_17 1619213733 0,667
offline_datapoint_6 1619213735 5846089728,000
offline_datapoint_23 1619213735 7423455232,000
offline_datapoint_22 1619213733 0,391
offline_datapoint_28 1619213733 11,995
offline_datapoint_10 1619213733 4,687
offline_datapoint_29 1619213733 4791,531
offline_datapoint_4 1619213735 0,000
offline_datapoint_16 1619213733 7504,976
offline_datapoint_2 1619213733 1482,061
offline_datapoint_14 1619213733 0,115
offline_datapoint_3 1619213733 3,000
offline_datapoint_26 1619213733 99,900
offline_datapoint_15 1619213733 0,333
offline_datapoint_8 1619213733 8192,000
offline_datapoint_20 1619213733 0,001
